graduateTerm,reportedPost,reportedIntern,offerType,Offer_Status,totalOnCamputRecruit,totalInformationSession,totalConsutlingSession,jobType
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,3,0,0,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,0,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,0,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,2,0,3,POSTG
FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
SPRING,Multiple Job Intentions,Unreported,SEEKING_JOB,FALSE,0,0,2,POSTG
SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,4,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,2,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,2,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,2,2,INTERN
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,7,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,0,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,2,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Seeking Employment (No Accepted Offers),Unreported,JOB,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,4,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
FALL,Not Seeking,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,4,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,4,POSTG
SPRING,Multiple Job Intentions,Unreported,CONTINUE_EDU,FALSE,6,0,2,POSTG
SPRING,Multiple Job Intentions,Unreported,OTHER,FALSE,6,0,2,POSTG
SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,6,0,2,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,6,0,1,POSTG
SUMMER,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,1,0,POSTG
SUMMER,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,0,0,2,POSTG
SUMMER,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,8,0,4,INTERN
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,8,0,4,POSTG
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),JOB,TRUE,8,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,4,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,2,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,2,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,2,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Multiple Job Intentions,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,0,0,1,POSTG
SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,6,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Own Venture,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,2,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,7,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,4,POSTG
SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,6,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,2,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,5,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,1,0,9,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,3,0,0,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,9,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,9,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,FALSE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,7,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,0,POSTG
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),JOB,TRUE,0,3,1,POSTG
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,0,3,1,INTERN
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),OTHER,FALSE,0,3,1,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,8,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,9,0,0,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,9,0,0,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,9,0,0,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,9,0,0,INTERN
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,1,POSTG
FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,8,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,3,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,0,INTERN
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),SEEKING_EDU,FALSE,0,0,12,POSTG
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,12,INTERN
FALL,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,7,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,7,0,1,INTERN
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,4,0,0,POSTG
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),JOB,TRUE,4,0,0,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,3,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,3,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,3,0,3,INTERN
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,1,2,POSTG
SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,3,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),SEEKING_JOB,FALSE,0,0,4,POSTG
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,4,INTERN
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Unreported,Seeking Employment (Accepted Offer),JOB,TRUE,9,0,0,POSTG
SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,9,0,0,INTERN
SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,9,0,0,INTERN
SPRING,Unreported,Seeking Employment (Accepted Offer),INTERN,TRUE,9,0,0,INTERN
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,1,2,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,1,2,POSTG
FALL,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,4,POSTG
SPRING,Not Seeking,Seeking Employment (No Received Offers),INTERN,FALSE,0,0,3,INTERN
SPRING,Not Seeking,Seeking Employment (No Received Offers),CONTINUE_EDU,FALSE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,12,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,12,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,12,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,12,0,1,INTERN
SPRING,Multiple Job Intentions,Unreported,OTHER,FALSE,0,0,3,POSTG
SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,0,0,3,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,6,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,6,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,6,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,6,0,1,INTERN
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,2,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,7,0,5,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,7,0,5,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,2,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,3,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,5,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,5,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,5,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,5,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,0,POSTG
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,9,0,1,INTERN
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,9,0,1,POSTG
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),JOB,TRUE,9,0,1,POSTG
FALL,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,1,0,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,1,0,3,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,15,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,15,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,15,0,0,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,2,0,3,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,3,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,3,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
FALL,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,4,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,0,INTERN
SPRING,Not Seeking,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,1,0,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,4,0,2,POSTG
SPRING,Not Seeking,Unreported,CONTINUE_EDU,FALSE,0,0,1,POSTG
FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
FALL,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,2,0,2,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,1,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,1,0,5,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,1,0,5,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,1,INTERN
FALL,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,4,0,0,POSTG
FALL,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,2,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,2,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,2,0,1,INTERN
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Not Seeking,Unreported,OTHER,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,2,POSTG
SPRING,Multiple Job Intentions,Unreported,OTHER,FALSE,0,0,3,POSTG
SPRING,Multiple Job Intentions,Unreported,JOB,TRUE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (Accepted Offer),Seeking Employment (Accepted Offer),INTERN,TRUE,0,0,2,INTERN
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,1,0,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,3,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,2,0,5,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,6,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),INTERN,TRUE,4,0,0,INTERN
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),CONTINUE_EDU,FALSE,4,0,0,POSTG
SPRING,Multiple Job Intentions,Seeking Employment (Accepted Offer),JOB,TRUE,4,0,0,POSTG
SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,5,POSTG
SUMMER,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,5,POSTG
FALL,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,2,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,4,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,0,0,4,POSTG
SPRING,Seeking Employment (No Received Offers),Unreported,SEEKING_JOB,FALSE,0,0,1,POSTG
SPRING,Seeking Employment (Accepted Offer),Unreported,JOB,TRUE,2,0,1,POSTG
SPRING,Seeking Employment (No Received Offers),Seeking Employment (Accepted Offer),INTERN,TRUE,0,1,2,INTERN
